baseline,baseline_context_length,baseline_mae,baseline_mase,baseline_mode,baseline_season_length,context_length,dataset,domain,empirical_coverage_90,excess_variance,failed,failure_delta_005,flatness_score,forecast_variance_ratio,full_context_length,horizon,mae,mase,model,origin,over_smoothing,prediction_amplitude_ratio,regime,relative_error_ratio,rmse,run_id,selector,series_id,spike_recall,window_index
auto_ets,2048,352.96076564877785,0.558251878218328,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.8333333333333334,0,1,1,0.3818524111523067,0.36565334089882784,16560,48,424.5486653645833,0.6714771524229429,moirai_1_1_small,16560,0,0.6181475888476933,external_locked,1.2028211254138073,591.2175027748403,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,1,0.3333333333333333,0
auto_ets,2048,20.675380637918746,0.7208976907841221,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7708333333333334,0,0,0,0.6281333839969032,0.1795391012303146,16560,48,19.50318616628647,0.6800262648815765,moirai_1_1_small,16560,0,0.3718666160030968,external_locked,0.9433048178332732,25.203002318468084,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,2,0.3333333333333333,0
auto_ets,2048,65.931463050359,0.6882418758740895,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.625,0,0,0,0.32170219839943026,0.46049344236998874,16560,48,52.08449109395345,0.5436968360169682,moirai_1_1_small,16560,0,0.6782978016005697,external_locked,0.7899793009927613,69.25751556674743,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,6,0.6666666666666666,0
auto_ets,2048,44.27335762774445,0.6857734097048698,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7083333333333334,0,0,0,0.2517654105457895,0.5021493655954449,16560,48,33.5532656510671,0.5197242455775729,moirai_1_1_small,16560,0,0.7482345894542105,external_locked,0.7578658463897432,52.52950436013279,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,10,0.3333333333333333,0
auto_arima,2048,107.82036445143179,1.010560234911398,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.8125,0,0,0,0.744779478714927,0.06271694593802385,16560,48,81.63931663831075,0.7651749965766486,moirai_1_1_small,16560,0,0.255220521285073,external_locked,0.7571790083781884,110.68325558023474,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,8,0.0,0
auto_arima,2048,42.77786472020529,0.8334458254208803,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7083333333333334,0,0,0,0.46816300381948783,0.33487501471969394,16560,48,31.70106573899587,0.6176353372093278,moirai_1_1_small,16560,0,0.5318369961805122,external_locked,0.7410623682678054,40.78370254312259,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,9,0.3333333333333333,0
auto_arima,2048,72.85472502332055,0.6733736635200368,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.8125,0,0,0,0.33761660254920745,0.5100478734857511,16560,48,53.903033097585045,0.49820904354719786,moirai_1_1_small,16560,0,0.6623833974507926,external_locked,0.7398701056153891,71.17338228384835,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,14,0.6666666666666666,0
auto_ets,2048,26.23935751409465,0.7552494618681034,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.625,0,0,0,0.3995876800334419,0.37736254511672496,16560,48,18.444591760635376,0.5308921147979322,moirai_1_1_small,16560,0,0.6004123199665581,external_locked,0.7029361046941426,23.79998353872895,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,4,0.6666666666666666,0
auto_ets,2048,104.12763345893347,0.8460040698202661,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.5833333333333334,0,0,0,0.3111222881563209,0.47267633627887196,16560,48,70.96628538767497,0.5765786109186625,moirai_1_1_small,16560,0,0.6888777118436791,external_locked,0.6815317224669515,91.52064950242944,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,15,0.3333333333333333,0
auto_ets,2048,95.84447121373587,0.8492758532654879,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.6666666666666666,0,0,0,0.3622959594370796,0.403837928741982,16560,48,62.35337289174398,0.5525119320500542,moirai_1_1_small,16560,0,0.6377040405629204,external_locked,0.6505682811134046,84.30938772643931,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,11,0.6666666666666666,0
auto_ets,2048,101.82613751140661,0.8092640042202871,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7083333333333334,0,0,0,0.38310132052610346,0.35444552355127,16560,48,61.78703244527181,0.4910529114388554,moirai_1_1_small,16560,0,0.6168986794738965,external_locked,0.6067895135308436,88.06814748749652,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,7,0.3333333333333333,0
auto_arima,2048,536.3249535283298,0.9483659377472486,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.6458333333333334,0,0,0,0.3869215512622066,0.383912479339069,16560,48,321.82246017456055,0.5690681688847656,moirai_1_1_small,16560,0,0.6130784487377934,external_locked,0.6000512526172448,407.67037826992697,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,0,0.3333333333333333,0
auto_ets,2048,14.176465632191801,0.7381418357910993,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7083333333333334,0,0,0,0.33186836830758204,0.5563939424246575,16560,48,8.325717151165009,0.433504393950146,moirai_1_1_small,16560,0,0.668131631692418,external_locked,0.5872914566419468,12.251124731477812,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,12,0.6666666666666666,0
auto_arima,2048,80.82123299760383,0.7785954969560431,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.7708333333333334,0,0,0,0.3223427159890512,0.4730072832381598,16560,48,46.41362873713175,0.44712807503433877,moirai_1_1_small,16560,0,0.6776572840109488,external_locked,0.5742751875426999,61.332016580436004,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,3,0.3333333333333333,0
auto_arima,2048,81.25458939811529,0.795722536885795,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.9375,0,0,0,0.38820205320370516,0.33623718294086535,16560,48,39.56684382756551,0.3874763207869311,moirai_1_1_small,16560,0,0.6117979467962948,external_locked,0.4869490341487442,57.719237859063696,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,13,0.0,0
seasonal_naive_48,2048,102.30135909716289,1.0061794034464733,rolling_pre_origin,48,512,M_DENSE/H/short,Transport,0.8541666666666666,0,0,0,0.42516693670612593,0.4106083117158554,16560,48,42.36362179120382,0.41666507735465264,moirai_1_1_small,16560,0,0.5748330632938741,external_locked,0.41410614839405663,55.65171476158928,external_v1_moirai_m_dense_h_short_1784567108,real_gift_eval_window,5,0.3333333333333333,0
